PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30282526","The ability to recognise emotions predicts the time-course of sarcasm processing: Evidence from eye movements","Olkoniemi H, Strömberg V, Kaakinen JK.","Q J Exp Psychol (Hove). 2019 May;72(5):1212-1223. doi: 10.1177/1747021818807864. Epub 2018 Oct 31.","Olkoniemi H","Q J Exp Psychol (Hove)","2019","2018/10/05","","","10.1177/1747021818807864"
"26067539","Mechanisms of saccadic decision making while encoding naturalistic scenes","Walshe RC, Nuthmann A.","J Vis. 2015;15(5):21. doi: 10.1167/15.5.21.","Walshe RC","J Vis","2015","2015/06/13","","","10.1167/15.5.21"
"30999321","A Rhesus Monkey With a Naturally Occurring Impairment of Disparity Vergence. I. Behavioral Comparisons to Vergence in a Normal Animal","Walton MMG, Pallus A, Mustari M.","Invest Ophthalmol Vis Sci. 2019 Apr 1;60(5):1657-1669. doi: 10.1167/iovs.18-26438.","Walton MMG","Invest Ophthalmol Vis Sci","2019","2019/04/19","PMC6738515","","10.1167/iovs.18-26438"
"25980968","Processing Control Information in a Nominal Control Construction: An Eye-Tracking Study","Kwon N, Sturt P.","J Psycholinguist Res. 2016 Aug;45(4):779-93. doi: 10.1007/s10936-015-9374-2.","Kwon N","J Psycholinguist Res","2016","2015/05/19","","","10.1007/s10936-015-9374-2"
"23797145","Visual information constrains early and late stages of spoken-word recognition in sentence context","Brunellière A, Sánchez-García C, Ikumi N, Soto-Faraco S.","Int J Psychophysiol. 2013 Jul;89(1):136-47. doi: 10.1016/j.ijpsycho.2013.06.016. Epub 2013 Jun 22.","Brunellière A","Int J Psychophysiol","2013","2013/06/26","","","10.1016/j.ijpsycho.2013.06.016"
"27351629","Eye Movement Training and Suggested Gaze Strategies in Tunnel Vision - A Randomized and Controlled Pilot Study","Ivanov IV, Mackeben M, Vollmer A, Martus P, Nguyen NX, Trauzettel-Klosinski S.","PLoS One. 2016 Jun 28;11(6):e0157825. doi: 10.1371/journal.pone.0157825. eCollection 2016.","Ivanov IV","PLoS One","2016","2016/06/29","PMC4924791","","10.1371/journal.pone.0157825"
"30641092","Do pupil-based binocular video eye trackers reliably measure vergence?","Hooge ITC, Hessels RS, Nyström M.","Vision Res. 2019 Mar;156:1-9. doi: 10.1016/j.visres.2019.01.004. Epub 2019 Jan 21.","Hooge ITC","Vision Res","2019","2019/01/15","","","10.1016/j.visres.2019.01.004"
"28109781","Teasing apart coercion and surprisal: Evidence from eye-movements and ERPs","Delogu F, Crocker MW, Drenhaus H.","Cognition. 2017 Apr;161:46-59. doi: 10.1016/j.cognition.2016.12.017. Epub 2017 Jan 18.","Delogu F","Cognition","2017","2017/01/23","","","10.1016/j.cognition.2016.12.017"
"29356417","Fostering Spontaneous Visual Attention in Children on the Autism Spectrum: A Proof-of-Concept Study Comparing Singing and Speech","Thompson GA, Abel LA.","Autism Res. 2018 May;11(5):732-737. doi: 10.1002/aur.1930. Epub 2018 Jan 22.","Thompson GA","Autism Res","2018","2018/01/23","","","10.1002/aur.1930"
"24826956","Versional eye tracking in mild traumatic brain injury (mTBI): effects of oculomotor training (OMT)","Thiagarajan P, Ciuffreda KJ.","Brain Inj. 2014;28(7):930-43. doi: 10.3109/02699052.2014.888761. Epub 2014 Mar 21.","Thiagarajan P","Brain Inj","2014","2014/05/16","","","10.3109/02699052.2014.888761"
"25040942","Readability of product ingredient labels can be improved by simple means: an experimental study","Yazar K, Seimyr GÖ, Novak JA, White IR, Lidén C.","Contact Dermatitis. 2014 Oct;71(4):233-41. doi: 10.1111/cod.12274. Epub 2014 Jul 18.","Yazar K","Contact Dermatitis","2014","2014/07/22","","","10.1111/cod.12274"
"24682429","Dissociation between the impact of evidence on eye movement target choice and confidence judgements","McSorley E, Lyne C, McCloy R.","Exp Brain Res. 2014 Jun;232(6):1927-40. doi: 10.1007/s00221-014-3884-2. Epub 2014 Feb 28.","McSorley E","Exp Brain Res","2014","2014/04/01","","","10.1007/s00221-014-3884-2"
"22245145","How do our brain hemispheres cooperate to avoid false memories?","Bergert S.","Cortex. 2013 Feb;49(2):572-81. doi: 10.1016/j.cortex.2011.12.004. Epub 2011 Dec 19.","Bergert S","Cortex","2013","2012/01/17","","","10.1016/j.cortex.2011.12.004"
"22937090","Eye movements and verbal report in a single case of visual neglect","Benson V, Ietswaart M, Milner D.","PLoS One. 2012;7(8):e43743. doi: 10.1371/journal.pone.0043743. Epub 2012 Aug 24.","Benson V","PLoS One","2012","2012/09/01","PMC3427146","","10.1371/journal.pone.0043743"
"20843555","Bi-directional effects of depressed mood in the postnatal period on mother-infant non-verbal engagement with picture books","Reissland N, Burt M.","Infant Behav Dev. 2010 Dec;33(4):613-8. doi: 10.1016/j.infbeh.2010.07.013. Epub 2010 Sep 16.","Reissland N","Infant Behav Dev","2010","2010/09/17","","","10.1016/j.infbeh.2010.07.013"
"22201086","Color naming and color visual searching in the Georgian-speaking population: the comparative age-specific study","Khomeriki M, Lomashvili N, Kezeli A.","Georgian Med News. 2011 Nov;11(200):80-7.","Khomeriki M","Georgian Med News","2011","2011/12/28","","",""
"21935368","An ERP assessment of hemispheric projections in foveal and extrafoveal word recognition","Jordan TR, Fuggetta G, Paterson KB, Kurtev S, Xu M.","PLoS One. 2011;6(9):e23957. doi: 10.1371/journal.pone.0023957. Epub 2011 Sep 15.","Jordan TR","PLoS One","2011","2011/09/22","PMC3174137","","10.1371/journal.pone.0023957"
"29136002","The role of character positional frequency on Chinese word learning during natural reading","Liang F, Blythe HI, Bai X, Yan G, Li X, Zang C, Liversedge SP.","PLoS One. 2017 Nov 14;12(11):e0187656. doi: 10.1371/journal.pone.0187656. eCollection 2017.","Liang F","PLoS One","2017","2017/11/15","PMC5685568","","10.1371/journal.pone.0187656"
"25854912","Loneliness and the social monitoring system: Emotion recognition and eye gaze in a real-life conversation","Lodder GM, Scholte RH, Goossens L, Engels RC, Verhagen M.","Br J Psychol. 2016 Feb;107(1):135-53. doi: 10.1111/bjop.12131. Epub 2015 Apr 9.","Lodder GM","Br J Psychol","2016","2015/04/10","","","10.1111/bjop.12131"
"22229390","Aging, parafoveal preview, and semantic integration in sentence processing: testing the cognitive workload of wrap-up","Payne BR, Stine-Morrow EA.","Psychol Aging. 2012 Sep;27(3):638-49. doi: 10.1037/a0026540. Epub 2012 Jan 9.","Payne BR","Psychol Aging","2012","2012/01/11","PMC3376187","NIHMS357512","10.1037/a0026540"
"26094831","Oculo-visual changes and clinical considerations affecting older patients with dementia","Armstrong R, Kergoat H.","Ophthalmic Physiol Opt. 2015 Jul;35(4):352-76. doi: 10.1111/opo.12220.","Armstrong R","Ophthalmic Physiol Opt","2015","2015/06/23","","","10.1111/opo.12220"
"20230137","Pay now or pay later: aging and the role of boundary salience in self-regulation of conceptual integration in sentence processing","Stine-Morrow EA, Shake MC, Miles JR, Lee K, Gao X, McConkie G.","Psychol Aging. 2010 Mar;25(1):168-76. doi: 10.1037/a0018127.","Stine-Morrow EA","Psychol Aging","2010","2010/03/17","PMC2841323","NIHMS163815","10.1037/a0018127"
"24099807","Lexical activation during sentence comprehension in adolescents with history of Specific Language Impairment","Borovsky A, Burns E, Elman JL, Evans JL.","J Commun Disord. 2013 Sep-Dec;46(5-6):413-27. doi: 10.1016/j.jcomdis.2013.09.001. Epub 2013 Sep 18.","Borovsky A","J Commun Disord","2013","2013/10/09","PMC4634526","NIHMS727809","10.1016/j.jcomdis.2013.09.001"
"27805322","Selective Impairments in Covert Shifts of Attention in Chinese Dyslexic Children","Ding Y, Zhao J, He T, Tan Y, Zheng L, Wang Z.","Dyslexia. 2016 Nov;22(4):362-378. doi: 10.1002/dys.1541.","Ding Y","Dyslexia","2016","2016/11/03","","","10.1002/dys.1541"
"26799065","The Frequency of Rapid Pupil Dilations as a Measure of Linguistic Processing Difficulty","Demberg V, Sayeed A.","PLoS One. 2016 Jan 22;11(1):e0146194. doi: 10.1371/journal.pone.0146194. eCollection 2016.","Demberg V","PLoS One","2016","2016/01/23","PMC4723154","","10.1371/journal.pone.0146194"
"23153080","Effects of gender and physical attractiveness on visual attention to Facebook profiles","Seidman G, Miller OS.","Cyberpsychol Behav Soc Netw. 2013 Jan;16(1):20-4. doi: 10.1089/cyber.2012.0305. Epub 2012 Nov 15.","Seidman G","Cyberpsychol Behav Soc Netw","2013","2012/11/17","","","10.1089/cyber.2012.0305"
"22970227","Recognizing biological motion and emotions from point-light displays in autism spectrum disorders","Nackaerts E, Wagemans J, Helsen W, Swinnen SP, Wenderoth N, Alaerts K.","PLoS One. 2012;7(9):e44473. doi: 10.1371/journal.pone.0044473. Epub 2012 Sep 6.","Nackaerts E","PLoS One","2012","2012/09/13","PMC3435310","","10.1371/journal.pone.0044473"
"27210581","Does Extra Interletter Spacing Help Text Reading in Skilled Adult Readers?","Perea M, Giner L, Marcet A, Gomez P.","Span J Psychol. 2016 May 23;19:E26. doi: 10.1017/sjp.2016.28.","Perea M","Span J Psychol","2016","2016/05/24","","","10.1017/sjp.2016.28"
"28414501","Spelling ability selectively predicts the magnitude of disruption in unspaced text reading","Veldre A, Drieghe D, Andrews S.","J Exp Psychol Hum Percept Perform. 2017 Sep;43(9):1612-1628. doi: 10.1037/xhp0000425. Epub 2017 Apr 17.","Veldre A","J Exp Psychol Hum Percept Perform","2017","2017/04/18","","","10.1037/xhp0000425"
"27875147","GazeDx: Interactive Visual Analytics Framework for Comparative Gaze Analysis with Volumetric Medical Images","Song H, Lee J, Kim TJ, Lee KH, Kim B, Seo J.","IEEE Trans Vis Comput Graph. 2017 Jan;23(1):311-320. doi: 10.1109/TVCG.2016.2598796.","Song H","IEEE Trans Vis Comput Graph","2017","2016/11/23","","","10.1109/TVCG.2016.2598796"
"23403586","Enhanced reading by training with imposed time constraint in typical and dyslexic adults","Breznitz Z, Shaul S, Horowitz-Kraus T, Sela I, Nevat M, Karni A.","Nat Commun. 2013;4:1486. doi: 10.1038/ncomms2488.","Breznitz Z","Nat Commun","2013","2013/02/14","","","10.1038/ncomms2488"
"25708175","The effects of homonymous hemianopia in experimental studies of alexia","Bao JY, Rubino C, Taylor AJ, Barton JJ.","Neuropsychologia. 2015 Apr;70:156-64. doi: 10.1016/j.neuropsychologia.2015.02.026. Epub 2015 Feb 21.","Bao JY","Neuropsychologia","2015","2015/02/25","","","10.1016/j.neuropsychologia.2015.02.026"
"25586235","Hey Little Sister, Who's the Only One? Modulating Informativeness in the Resolution of Privative Ambiguity","Foppolo F, Marelli M, Meroni L, Gualmini A.","Cogn Sci. 2015 Sep;39(7):1646-74. doi: 10.1111/cogs.12212. Epub 2015 Jan 14.","Foppolo F","Cogn Sci","2015","2015/01/15","","","10.1111/cogs.12212"
"21924871","Forgetting what you have checked: a link between working memory impairment and checking behaviors in obsessive-compulsive disorder","Jaafari N, Frasca M, Rigalleau F, Rachid F, Gil R, Olié JP, Guehl D, Burbaud P, Aouizerate B, Rotgé JY, Vibert N; for Insight Study Group.","Eur Psychiatry. 2013 Feb;28(2):87-93. doi: 10.1016/j.eurpsy.2011.07.001. Epub 2011 Sep 15.","Jaafari N","Eur Psychiatry","2013","2011/09/20","","","10.1016/j.eurpsy.2011.07.001"
"28890076","Convergence Insufficiency Symptom Survey scores for required reading versus leisure reading in school-age children","Clark TY, Clark RA.","J AAPOS. 2017 Dec;21(6):452-456. doi: 10.1016/j.jaapos.2017.06.019. Epub 2017 Sep 7.","Clark TY","J AAPOS","2017","2017/09/12","","","10.1016/j.jaapos.2017.06.019"
"22227915","Effect of simulated astigmatic refractive error on reading performance in the young","Wills J, Gillett R, Eastwell E, Abraham R, Coffey K, Webber A, Wood J.","Optom Vis Sci. 2012 Mar;89(3):271-6. doi: 10.1097/OPX.0b013e3182429c6b.","Wills J","Optom Vis Sci","2012","2012/01/10","","","10.1097/OPX.0b013e3182429c6b"
"22851215","Cerebellar function in developmental dyslexia","Stoodley CJ, Stein JF.","Cerebellum. 2013 Apr;12(2):267-76. doi: 10.1007/s12311-012-0407-1.","Stoodley CJ","Cerebellum","2013","2012/08/02","","","10.1007/s12311-012-0407-1"
"26993126","Semantic information mediates visual attention during spoken word recognition in Chinese: Evidence from the printed-word version of the visual-world paradigm","Shen W, Qu Q, Li X.","Atten Percept Psychophys. 2016 Jul;78(5):1267-84. doi: 10.3758/s13414-016-1081-z.","Shen W","Atten Percept Psychophys","2016","2016/03/20","","","10.3758/s13414-016-1081-z"
"25990658","Modulation of the attentional span by foveal and parafoveal task load: An ERP study using attentional probes","Kornrumpf B, Sommer W.","Psychophysiology. 2015 Sep;52(9):1218-27. doi: 10.1111/psyp.12448. Epub 2015 May 19.","Kornrumpf B","Psychophysiology","2015","2015/05/21","","","10.1111/psyp.12448"
"29694675","Recurrence quantification analysis of radiologists' scanpaths when interpreting mammograms","Gandomkar Z, Tay K, Brennan PC, Mello-Thoms C.","Med Phys. 2018 Jul;45(7):3052-3062. doi: 10.1002/mp.12935. Epub 2018 May 16.","Gandomkar Z","Med Phys","2018","2018/04/26","","","10.1002/mp.12935"
"25908309","Grammatical Planning Units During Real-Time Sentence Production in Speakers With Agrammatic Aphasia and Healthy Speakers","Lee J, Yoshida M, Thompson CK.","J Speech Lang Hear Res. 2015 Aug;58(4):1182-94. doi: 10.1044/2015_JSLHR-L-14-0250.","Lee J","J Speech Lang Hear Res","2015","2015/04/25","PMC4765196","","10.1044/2015_JSLHR-L-14-0250"
"26728632","Real-time computer-based visual feedback improves visual acuity in downbeat nystagmus - a pilot study","Teufel J, Bardins S, Spiegel R, Kremmyda O, Schneider E, Strupp M, Kalla R.","J Neuroeng Rehabil. 2016 Jan 4;13:1. doi: 10.1186/s12984-015-0109-2.","Teufel J","J Neuroeng Rehabil","2016","2016/01/06","PMC4700576","","10.1186/s12984-015-0109-2"
"24295513","Cognate effects in sentence context depend on word class, L2 proficiency, and task","Bultena S, Dijkstra T, van Hell JG.","Q J Exp Psychol (Hove). 2014;67(6):1214-41. doi: 10.1080/17470218.2013.853090. Epub 2013 Dec 3.","Bultena S","Q J Exp Psychol (Hove)","2014","2013/12/04","","","10.1080/17470218.2013.853090"
"19809830","The fluid mechanics of scleral buckling surgery for the repair of retinal detachment","Foster WJ, Dowla N, Joshi SY, Nikolaou M.","Graefes Arch Clin Exp Ophthalmol. 2010 Jan;248(1):31-6. doi: 10.1007/s00417-009-1198-z. Epub 2009 Oct 7.","Foster WJ","Graefes Arch Clin Exp Ophthalmol","2010","2009/10/08","PMC2809804","NIHMS145013","10.1007/s00417-009-1198-z"
"28922699","Vision assessment in persons with intellectual disabilities","Eisenbarth W.","Clin Exp Optom. 2018 Mar;101(2):267-271. doi: 10.1111/cxo.12600. Epub 2017 Sep 18.","Eisenbarth W","Clin Exp Optom","2018","2017/09/19","","","10.1111/cxo.12600"
"22425467","Emotional face processing in neurotypicals with autistic traits: implications for the broad autism phenotype","Miu AC, Pană SE, Avram J.","Psychiatry Res. 2012 Aug 15;198(3):489-94. doi: 10.1016/j.psychres.2012.01.024. Epub 2012 Mar 15.","Miu AC","Psychiatry Res","2012","2012/03/20","","","10.1016/j.psychres.2012.01.024"
"26784561","Impact of preeclampsia on cognitive function in the offspring","Rätsep MT, Hickman AF, Maser B, Pudwell J, Smith GN, Brien D, Stroman PW, Adams MA, Reynolds JN, Croy BA, Paolozza A.","Behav Brain Res. 2016 Apr 1;302:175-81. doi: 10.1016/j.bbr.2016.01.030. Epub 2016 Jan 16.","Rätsep MT","Behav Brain Res","2016","2016/01/20","","","10.1016/j.bbr.2016.01.030"
"20738890","Cascading activation across levels of representation in children's lexical processing","Huang YT, Snedeker J.","J Child Lang. 2011 Jun;38(3):644-61. doi: 10.1017/S0305000910000206. Epub 2010 Aug 26.","Huang YT","J Child Lang","2011","2010/08/27","","","10.1017/S0305000910000206"
"21232615","Top-down modulation of ventral occipito-temporal responses during visual word recognition","Twomey T, Kawabata Duncan KJ, Price CJ, Devlin JT.","Neuroimage. 2011 Apr 1;55(3):1242-51. doi: 10.1016/j.neuroimage.2011.01.001. Epub 2011 Jan 11.","Twomey T","Neuroimage","2011","2011/01/15","PMC3221051","","10.1016/j.neuroimage.2011.01.001"
"28579056","[Computerized oculomotor training in dyslexia: A randomized, crossover clinical trial in pediatric population]","Peyre H, Gérard CL, Dupong Vanderhorst I, Larger S, Lemoussu C, Vesta J, Bui Quoc E, Gouleme N, Delorme R, Bucci MP.","Encephale. 2018 Jun;44(3):247-255. doi: 10.1016/j.encep.2017.03.004. Epub 2017 Jun 1.","Peyre H","Encephale","2018","2017/06/06","","","10.1016/j.encep.2017.03.004"
"28850709","How are learning strategies reflected in the eyes? Combining results from self-reports and eye-tracking","Catrysse L, Gijbels D, Donche V, De Maeyer S, Lesterhuis M, Van den Bossche P.","Br J Educ Psychol. 2018 Mar;88(1):118-137. doi: 10.1111/bjep.12181. Epub 2017 Aug 29.","Catrysse L","Br J Educ Psychol","2018","2017/08/30","","","10.1111/bjep.12181"
"27233108","Exploring eye movements of experienced and novice readers of medical texts concerning the cardiovascular system in making a diagnosis","Vilppu H, Mikkilä-Erdmann M, Södervik I, Österholm-Matikainen E.","Anat Sci Educ. 2017 Jan;10(1):23-33. doi: 10.1002/ase.1621. Epub 2016 May 27.","Vilppu H","Anat Sci Educ","2017","2016/05/28","","","10.1002/ase.1621"
"22912708","Focus, newness and their combination: processing of information structure in discourse","Chen L, Li X, Yang Y.","PLoS One. 2012;7(8):e42533. doi: 10.1371/journal.pone.0042533. Epub 2012 Aug 17.","Chen L","PLoS One","2012","2012/08/23","PMC3422350","","10.1371/journal.pone.0042533"
"31436455","Reading is disrupted by intelligible background speech: Evidence from eye-tracking","Vasilev MR, Liversedge SP, Rowan D, Kirkby JA, Angele B.","J Exp Psychol Hum Percept Perform. 2019 Nov;45(11):1484-1512. doi: 10.1037/xhp0000680. Epub 2019 Aug 22.","Vasilev MR","J Exp Psychol Hum Percept Perform","2019","2019/08/23","","","10.1037/xhp0000680"
"20375338","The effect of presbyopic vision corrections on nighttime driving performance","Chu BS, Wood JM, Collins MJ.","Invest Ophthalmol Vis Sci. 2010 Sep;51(9):4861-6. doi: 10.1167/iovs.10-5154. Epub 2010 Apr 7.","Chu BS","Invest Ophthalmol Vis Sci","2010","2010/04/09","","","10.1167/iovs.10-5154"
